"tsn","unit_name1","unit_name2","unit_name3","unit_name4","rank_id","complete_name","vernacular_name","language","approved_ind","update_Date","vern_id"
177038,"Columbiformes","","","",100,"Columbiformes","Pigeons","English","N","2005-10-06",98233
177404,"Psittaciformes","","","",100,"Psittaciformes","Parrots","English","N","2005-10-06",19717
177404,"Psittaciformes","","","",100,"Psittaciformes","perroquets","French","N","2003-05-21",85997
177816,"Cuculiformes","","","",100,"Cuculiformes","Cuckoos","English","N","2005-10-06",19776
177816,"Cuculiformes","","","",100,"Cuculiformes","coucoua","French","N","2003-05-21",86001
177848,"Strigiformes","","","",100,"Strigiformes","Owls","English","N","2005-04-25",19795
177848,"Strigiformes","","","",100,"Strigiformes","chouettes","French","N","2003-05-21",86002
177848,"Strigiformes","","","",100,"Strigiformes","engoulevents","French","N","2003-05-21",86003
177848,"Strigiformes","","","",100,"Strigiformes","hiboux","French","N","2003-05-21",86004
177848,"Strigiformes","","","",100,"Strigiformes","Goatsuckers","English","N","2005-04-25",20495
177993,"Apodiformes","","","",100,"Apodiformes","Swifts","English","N","2005-04-25",19846
177993,"Apodiformes","","","",100,"Apodiformes","Hummingbirds","English","N","2005-10-06",98234
178091,"Coliiformes","","","",100,"Coliiformes","Colies","English","N","2005-06-17",19915
178093,"Trogoniformes","","","",100,"Trogoniformes","Trogons","English","N","2005-06-29",19916
178102,"Coraciiformes","","","",100,"Coraciiformes","Kingfishers","English","N","2005-10-06",19922
178102,"Coraciiformes","","","",100,"Coraciiformes","Rollers","English","N","2005-10-06",19923
178102,"Coraciiformes","","","",100,"Coraciiformes","martins-pêcheurs","French","N","2003-05-21",86007
178140,"Piciformes","","","",100,"Piciformes","Woodpeckers","unspecified","N","2005-04-25",19940
178140,"Piciformes","","","",100,"Piciformes","pic-bois","French","N","2003-05-21",86008
178265,"Passeriformes","","","",100,"Passeriformes","Perching Birds","English","N","2005-04-25",19967
178265,"Passeriformes","","","",100,"Passeriformes","passereaux","French","N","2003-05-21",86011
179926,"Insectivora","","","",100,"Insectivora","insectivores","English","N","1998-10-14",20927
179984,"Dermoptera","","","",100,"Dermoptera","Flying Lemurs","English","N","2007-08-15",20983
179985,"Chiroptera","","","",100,"Chiroptera","morcego","Portuguese","N","2003-05-21",85513
179985,"Chiroptera","","","",100,"Chiroptera","quiróptero","Portuguese","N","2003-05-21",85514
179985,"Chiroptera","","","",100,"Chiroptera","bats","English","N","1998-10-14",20984
180089,"Primates","","","",100,"Primates","homem","Portuguese","N","2003-05-21",85515
180089,"Primates","","","",100,"Primates","macaco","Portuguese","N","2003-05-21",85516
180089,"Primates","","","",100,"Primates","primata","Portuguese","N","2003-05-21",85517
180089,"Primates","","","",100,"Primates","sagui","Portuguese","N","2003-05-21",85518
180089,"Primates","","","",100,"Primates","primates","French","N","2003-05-21",86027
180089,"Primates","","","",100,"Primates","primates","English","N","2000-06-22",21100
180100,"Edentata","","","",100,"Edentata","anteaters","English","N","1998-10-14",21111
180100,"Edentata","","","",100,"Edentata","armadillos","English","N","1998-10-14",21112
180100,"Edentata","","","",100,"Edentata","edentates","English","N","1998-10-14",21113
180100,"Edentata","","","",100,"Edentata","sloths","English","N","1998-10-14",21114
180104,"Pholidota","","","",100,"Pholidota","Pangolins","English","N","2007-08-15",21118
180104,"Pholidota","","","",100,"Pholidota","scaly anteaters","English","N","1998-10-14",21119
180104,"Pholidota","","","",100,"Pholidota","pholidotes","English","N","2007-08-15",112208
180105,"Lagomorpha","","","",100,"Lagomorpha","coelho","Portuguese","N","2003-05-21",85519
180105,"Lagomorpha","","","",100,"Lagomorpha","tapeti","Portuguese","N","2003-05-21",85520
180105,"Lagomorpha","","","",100,"Lagomorpha","lagomorphs","English","N","1998-10-14",21120
180105,"Lagomorpha","","","",100,"Lagomorpha","Rabbits","English","N","2007-08-15",21121
180105,"Lagomorpha","","","",100,"Lagomorpha","Hares","English","N","2007-08-15",112303
180105,"Lagomorpha","","","",100,"Lagomorpha","Pikas","English","N","2007-08-15",112304
180130,"Rodentia","","","",100,"Rodentia","esquilo","Portuguese","N","2003-05-21",85521
180130,"Rodentia","","","",100,"Rodentia","preá","Portuguese","N","2003-05-21",85522
180130,"Rodentia","","","",100,"Rodentia","rato","Portuguese","N","2003-05-21",85523
180130,"Rodentia","","","",100,"Rodentia","roedor","Portuguese","N","2003-05-21",85524
180130,"Rodentia","","","",100,"Rodentia","rongeurs","French","N","2003-05-21",86028
180130,"Rodentia","","","",100,"Rodentia","rodents","English","N","2001-05-02",21150
180403,"Cetacea","","","",100,"Cetacea","baleines","French","N","2003-05-21",86034
180403,"Cetacea","","","",100,"Cetacea","cétacés","French","N","2003-05-21",86035
180403,"Cetacea","","","",100,"Cetacea","dauphins","French","N","2003-05-21",86036
180403,"Cetacea","","","",100,"Cetacea","mammfères marins","French","N","2003-05-21",86037
180403,"Cetacea","","","",100,"Cetacea","marsouins","French","N","2003-05-21",86038
180403,"Cetacea","","","",100,"Cetacea","baleia","Portuguese","N","2003-05-21",85525
180403,"Cetacea","","","",100,"Cetacea","cetáceo","Portuguese","N","2003-05-21",85526
180403,"Cetacea","","","",100,"Cetacea","golfinho","Portuguese","N","2003-05-21",85527
180403,"Cetacea","","","",100,"Cetacea","cetaceans","English","N","2002-08-06",20585
180403,"Cetacea","","","",100,"Cetacea","whales","English","N","2002-08-06",20586
180403,"Cetacea","","","",100,"Cetacea","dolphins","English","N","2002-08-06",78626
180403,"Cetacea","","","",100,"Cetacea","marine mammals","English","N","2002-08-06",78627
180403,"Cetacea","","","",100,"Cetacea","porpoises","English","N","2002-08-06",78628
180539,"Carnivora","","","",100,"Carnivora","cachorro do mato","Portuguese","N","2003-05-21",85528
180539,"Carnivora","","","",100,"Carnivora","carnívoro","Portuguese","N","2003-05-21",85529
180539,"Carnivora","","","",100,"Carnivora","gato do mato","Portuguese","N","2003-05-21",85530
180539,"Carnivora","","","",100,"Carnivora","lontra","Portuguese","N","2003-05-21",85531
180539,"Carnivora","","","",100,"Carnivora","carnivores","French","N","2003-05-21",86039
180539,"Carnivora","","","",100,"Carnivora","carnivores","English","N","1998-10-14",20688
180673,"Tubulidentata","","","",100,"Tubulidentata","aardvarks","English","N","1998-10-14",20832
180674,"Proboscidea","","","",100,"Proboscidea","Elephants","English","N","2007-08-15",20833
180675,"Hyracoidea","","","",100,"Hyracoidea","cories","English","N","1998-10-14",20834
180675,"Hyracoidea","","","",100,"Hyracoidea","dassies","English","N","1998-10-14",20835
180675,"Hyracoidea","","","",100,"Hyracoidea","Hyraxes","English","N","2007-08-15",20836
180676,"Sirenia","","","",100,"Sirenia","dugongs","English","N","2002-08-06",20837
180676,"Sirenia","","","",100,"Sirenia","manatees","English","N","2002-08-06",20838
180676,"Sirenia","","","",100,"Sirenia","sea cows","English","N","2002-08-06",20839
180676,"Sirenia","","","",100,"Sirenia","sirens","English","N","2002-08-06",21477
180687,"Perissodactyla","","","",100,"Perissodactyla","antas","Portuguese","N","2003-05-21",85532
180687,"Perissodactyla","","","",100,"Perissodactyla","Odd-toed Ungulates","English","N","2013-11-04",154182
180692,"Artiodactyla","","","",100,"Artiodactyla","artiodactyls","English","N","2004-04-22",87295
180692,"Artiodactyla","","","",100,"Artiodactyla","porco do mato","Portuguese","N","2003-05-21",85533
180692,"Artiodactyla","","","",100,"Artiodactyla","veado","Portuguese","N","2003-05-21",85534
180692,"Artiodactyla","","","",100,"Artiodactyla","cloven-hoofed ungulates","English","N","1998-10-14",20856
180692,"Artiodactyla","","","",100,"Artiodactyla","even-toed ungulates","English","N","1998-10-14",20857
181554,"Leptomitales","","","",100,"Leptomitales","water molds","unspecified","Y","2003-05-09",1022
500028,"Pinales","","","",100,"Pinales","pines","English","N","2012-03-29",145230
551498,"Pristiophoriformes","","","",100,"Pristiophoriformes","saw sharks","English","N","2000-03-01",59715
551499,"Orectolobiformes","","","",100,"Orectolobiformes","gatas nodrizas","Spanish","N","2003-05-09",83345
551499,"Orectolobiformes","","","",100,"Orectolobiformes","requins-tapis","French","N","2003-05-09",83346
551499,"Orectolobiformes","","","",100,"Orectolobiformes","tiburones tapiceros","Spanish","N","2003-05-09",83347
551499,"Orectolobiformes","","","",100,"Orectolobiformes","carpet sharks","English","N","2003-05-09",59722
551500,"Carcharhiniformes","","","",100,"Carcharhiniformes","ground sharks","English","N","2003-05-09",19177
551734,"Crocodilia","","","",100,"Crocodilia","crocodilo","Portuguese","N","2003-05-21",85540
551734,"Crocodilia","","","",100,"Crocodilia","jacaré","Portuguese","N","2003-05-21",85541
551734,"Crocodilia","","","",100,"Crocodilia","Crocodilians","English","N","2005-05-11",96163
551734,"Crocodilia","","","",100,"Crocodilia","crocodiles","English","N","2005-05-09",59810
551734,"Crocodilia","","","",100,"Crocodilia","alligators","English","N","2005-05-09",59811
551734,"Crocodilia","","","",100,"Crocodilia","caimans","English","N","2005-05-09",59812
551734,"Crocodilia","","","",100,"Crocodilia","gavials","English","N","2005-05-09",59813
552289,"Xenarthra","","","",100,"Xenarthra","preguiça","Portuguese","N","2003-05-21",85542
552289,"Xenarthra","","","",100,"Xenarthra","tamanduá","Portuguese","N","2003-05-21",85543
552289,"Xenarthra","","","",100,"Xenarthra","tatu","Portuguese","N","2003-05-21",85544
552289,"Xenarthra","","","",100,"Xenarthra","edentates","English","N","1998-10-14",60221
552290,"Didelphimorphia","","","",100,"Didelphimorphia","cuica","Portuguese","N","2003-05-21",85545
552290,"Didelphimorphia","","","",100,"Didelphimorphia","didelfimorfo","Portuguese","N","2003-05-21",85546
552290,"Didelphimorphia","","","",100,"Didelphimorphia","gambá","Portuguese","N","2003-05-21",85547
552290,"Didelphimorphia","","","",100,"Didelphimorphia","marsupial","Portuguese","N","2003-05-21",85548
552290,"Didelphimorphia","","","",100,"Didelphimorphia","mucura","Portuguese","N","2003-05-21",85549
552290,"Didelphimorphia","","","",100,"Didelphimorphia","marsupials","English","N","2002-01-24",60219
552290,"Didelphimorphia","","","",100,"Didelphimorphia","American marsupials","English","N","2002-01-24",60479
552291,"Scandentia","","","",100,"Scandentia","Tree Shrews","English","N","2007-08-15",112169
552291,"Scandentia","","","",100,"Scandentia","Treeshrews","English","N","2007-08-15",112171
552296,"Notoryctemorphia","","","",100,"Notoryctemorphia","marsupial 'moles'","English","N","1998-10-14",60344
553126,"Aphredoderiformes","","","",100,"Aphredoderiformes","cavefishes","English","N","1998-09-16",60696
553126,"Aphredoderiformes","","","",100,"Aphredoderiformes","pirate perches","English","N","1998-09-16",60697
553127,"Aulopiformes","","","",100,"Aulopiformes","salmons","English","N","2004-09-21",92442
553127,"Aulopiformes","","","",100,"Aulopiformes","aulopiforms","English","N","2005-05-03",95740
553128,"Beloniformes","","","",100,"Beloniformes","aiguilles de mer","French","N","2003-05-21",86047
553128,"Beloniformes","","","",100,"Beloniformes","orphies","French","N","2003-05-21",86048
553128,"Beloniformes","","","",100,"Beloniformes","needlefishes","English","N","1998-09-16",60713
553129,"Characiformes","","","",100,"Characiformes","piranhas","French","N","2003-05-21",86049
553129,"Characiformes","","","",100,"Characiformes","leporins","English","N","1998-09-16",60720
553129,"Characiformes","","","",100,"Characiformes","piranhas","English","N","1998-09-16",60721
553130,"Cyprinodontiformes","","","",100,"Cyprinodontiformes","cyprinodonts","English","N","2004-09-27",93452
553130,"Cyprinodontiformes","","","",100,"Cyprinodontiformes","cyprinodontiforms","English","N","2004-09-27",93451
553130,"Cyprinodontiformes","","","",100,"Cyprinodontiformes","cyprinodontes","French","N","2003-05-21",86050
553130,"Cyprinodontiformes","","","",100,"Cyprinodontiformes","killifishes","English","N","1998-09-16",60834
553131,"Esociformes","","","",100,"Esociformes","mudminnows","English","N","1998-09-16",60867
553131,"Esociformes","","","",100,"Esociformes","pikes","English","N","1998-09-16",60868
553132,"Mugiliformes","","","",100,"Mugiliformes","mullets","English","N","1998-09-16",60903
553133,"Osmeriformes","","","",100,"Osmeriformes","argentines","French","N","2003-05-21",86051
553133,"Osmeriformes","","","",100,"Osmeriformes","éperlans","French","N","2003-05-21",86052
553133,"Osmeriformes","","","",100,"Osmeriformes","argentines","English","N","1998-09-16",60922
553133,"Osmeriformes","","","",100,"Osmeriformes","smelts","English","N","1998-09-16",60923
553139,"Ophidiiformes","","","",100,"Ophidiiformes","ophidiiforms","English","N","2005-10-04",97974
553433,"Phoenicopteriformes","","","",100,"Phoenicopteriformes","Flamingos","English","N","2005-10-06",98223
553433,"Phoenicopteriformes","","","",100,"Phoenicopteriformes","flamants","French","N","2011-09-22",132523
553437,"Trochiliformes","","","",100,"Trochiliformes","colibris","French","N","2003-05-21",86054
553437,"Trochiliformes","","","",100,"Trochiliformes","oiseaux-mouches","French","N","2003-05-21",86055
553437,"Trochiliformes","","","",100,"Trochiliformes","Hummingbirds","English","N","2005-04-25",25952
584892,"Macroscelidea","","","",100,"Macroscelidea","Elephant Shrews","English","N","2007-08-15",112191
612137,"Mantophasmatodea","","","",100,"Mantophasmatodea","heelwalkers","English","N","2005-01-25",94858
612137,"Mantophasmatodea","","","",100,"Mantophasmatodea","African rock crawlers","English","N","2005-01-25",94855
612137,"Mantophasmatodea","","","",100,"Mantophasmatodea","gladiator-bugs","English","N","2005-01-25",94856
612137,"Mantophasmatodea","","","",100,"Mantophasmatodea","gladiators","English","N","2002-12-02",79073
621153,"Pedunculata","","","",100,"Pedunculata","stalked barnacles","English","N","2004-12-27",94544
621154,"Sessilia","","","",100,"Sessilia","sessile barnacles","English","N","2004-12-27",94546
624281,"Archaeognatha","","","",100,"Archaeognatha","jumping bristletails","English","N","2004-04-12",87213
624282,"Phthiraptera","","","",100,"Phthiraptera","biting lice","English","N","2004-04-12",87214
624282,"Phthiraptera","","","",100,"Phthiraptera","sucking lice","English","N","2004-04-12",87215
624282,"Phthiraptera","","","",100,"Phthiraptera","chewing lice","English","N","2007-06-13",111751
649685,"Myliobatiformes","","","",100,"Myliobatiformes","stingrays","English","N","2004-09-28",94242
649687,"Rhinobatiformes","","","",100,"Rhinobatiformes","guitarfishes","English","N","2004-09-28",94243
666109,"Rhaphidioptera","","","",100,"Rhaphidioptera","snake flies","English","N","2005-03-07",95188
666109,"Rhaphidioptera","","","",100,"Rhaphidioptera","snakeflies","English","N","2005-03-07",95189
666755,"Phasmida","","","",100,"Phasmida","phasmids","English","N","2013-11-04",153669
666811,"Embiidina","","","",100,"Embiidina","webspinners","English","N","2005-03-11",95243
666811,"Embiidina","","","",100,"Embiidina","web-spinners","English","N","2005-03-11",95244
685008,"Zygentoma","","","",100,"Zygentoma","silverfish","English","N","2005-08-29",97484
690741,"Pseudoscorpiones","","","",100,"Pseudoscorpiones","pseudoscorpions","English","N","2005-11-23",98255
690742,"Solifugae","","","",100,"Solifugae","sun-spiders","English","N","2005-11-23",98251
690742,"Solifugae","","","",100,"Solifugae","camel-spiders","English","N","2005-11-23",98252
690742,"Solifugae","","","",100,"Solifugae","wind-scorpions","English","N","2005-11-23",98253
690742,"Solifugae","","","",100,"Solifugae","solifuges","English","N","2005-11-23",98254
690743,"Schizomida","","","",100,"Schizomida","schizomids","English","N","2005-11-23",98244
690744,"Amblypygi","","","",100,"Amblypygi","whip-spiders","English","N","2005-11-23",98247
690744,"Amblypygi","","","",100,"Amblypygi","amblypygids","English","N","2005-11-23",98248
690744,"Amblypygi","","","",100,"Amblypygi","tail-less whip scorpions","English","N","2005-11-23",98249
690744,"Amblypygi","","","",100,"Amblypygi","whip spiders","English","N","2005-11-23",98250
696107,"Heterocyemida","","","",100,"Heterocyemida","heterocyemids","English","N","2005-12-27",98421
705712,"Echiuroinea","","","",100,"Echiuroinea","spoon worms","English","N","2006-05-09",101924
718925,"Anthoathecatae","","","",100,"Anthoathecatae","athecate hydroids","English","N","2007-03-13",111048
718925,"Anthoathecatae","","","",100,"Anthoathecatae","hydromedusae","English","N","2007-03-13",111078
718926,"Leptothecatae","","","",100,"Leptothecatae","thecate hydroids","English","N","2007-03-13",111084
718926,"Leptothecatae","","","",100,"Leptothecatae","hydromedusae","English","N","2007-03-13",111112
718928,"Siphonophorae","","","",100,"Siphonophorae","siphonophores","English","N","2007-03-13",111118
733320,"Raphidioptera","","","",100,"Raphidioptera","snake flies","English","N","2007-10-11",112513
733320,"Raphidioptera","","","",100,"Raphidioptera","snakeflies","English","N","2007-10-11",112514
823960,"Suliformes","","","",100,"Suliformes","Cormorants","English","N","2011-09-22",132527
823960,"Suliformes","","","",100,"Suliformes","cormorans","French","N","2011-09-22",132528
823961,"Accipitriformes","","","",100,"Accipitriformes","éperviers","French","N","2011-09-22",132526
823961,"Accipitriformes","","","",100,"Accipitriformes","Hawks","English","N","2011-09-22",132531
823962,"Phaethontiformes","","","",100,"Phaethontiformes","Tropicbirds","English","N","2011-09-22",132554
823963,"Pteroclidiformes","","","",100,"Pteroclidiformes","Sandgrouse","English","N","2011-09-22",132553
846599,"Cyatheales","","","",100,"Cyatheales","tree ferns","English","N","2012-03-29",145213
846601,"Hymenophyllales","","","",100,"Hymenophyllales","filmy ferns","English","N","2012-03-29",145214
846634,"Araucariales","","","",100,"Araucariales","araucária","Portuguese","N","2012-03-29",145229
913655,"Scutigeromorpha","","","",100,"Scutigeromorpha","house centipedes","English","N","2013-07-25",153420
914219,"Blattodea","","","",100,"Blattodea","cockroaches","English","N","2013-11-04",153667
914219,"Blattodea","","","",100,"Blattodea","termites","English","N","2013-11-04",153668
948936,"Testudines","","","",100,"Testudines","tortues","French","N","2014-08-27",159242
948936,"Testudines","","","",100,"Testudines","Turtles","English","N","2014-08-27",159243
948936,"Testudines","","","",100,"Testudines","Terrapins","English","N","2014-08-27",159244
948936,"Testudines","","","",100,"Testudines","Tortoises","English","N","2014-08-27",159245
974252,"Tubificida","","","",100,"Tubificida","aquatic oligochaete worm","English","N","2015-06-03",161943
